srcStateName,Class Studying,Schools surveyed,srcDistrictName,Students surveyed,srcYear,Average performance of students on learning outcome E302 EVS,Average performance of students on learning outcome E303 EVS,Average performance of students on learning outcome E304 EVS,Average performance of students on learning outcome E305 EVS,Average performance of students on learning outcome E307 EVS,Average performance of students on learning outcome E309 EVS,Average performance of students on learning outcome E310 EVS,Average performance of students on learning outcome E311 EVS,Average performance of students on learning outcome E313 EVS,Average performance of students on learning outcome E314 EVS,Average performance of students on learning outcome L304 Language,Average performance of students on learning outcome L312 Language,Average performance of students on learning outcome M301 Mathematics,Average performance of students on learning outcome M302 Mathematics,Average performance of students on learning outcome M303 Mathematics,Average performance of students on learning outcome M304 Mathematics,Average performance of students on learning outcome M305 Mathematics,Average performance of students on learning outcome M306 Mathematics,Average performance of students on learning outcome M309 Mathematics,Average performance of students on learning outcome M311 Mathematics,Average performance of students on learning outcome M312 Mathematics,Average performance of students on learning outcome M317 Mathematics,Average performance of students on learning outcome M318 Mathematics,Average performance of students on learning outcome M319 Mathematics,YearCode,Year
Goa,3,141,North Goa,2995,2017,56.06,56.77,65.49,68.06,68.92,48.6,59.93,45.51,41.09,81.34,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Sikkim,3,40,North Sikkim,269,2017,52.79,53.66,65.47,72.3,69.88,60.27,58.74,33.46,36.59,66.54,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Tripura,3,55,North Tripura,469,2017,44.35,50,57.56,61.09,74.25,52.03,70.79,56.08,50,74.63,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
West Bengal,3,58,North Twenty Four Pargana,1157,2017,60.07,74.09,66.58,70.92,73.14,53.81,60.41,66.12,58.55,83.58,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Delhi,3,58,North West Delhi,1178,2017,45.93,49.16,54.09,54.24,51.59,45.7,52.89,45.67,28.36,59.25,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Odisha,3,47,Nuapada,532,2017,47.18,63.18,55.32,57.42,55.52,49.27,59.02,45.11,34.11,63.91,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Maharashtra,3,60,Osmanabad,1282,2017,59.52,59.91,73.25,69.07,77.25,74.57,71.84,60.22,37.79,86.9,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Jharkhand,3,61,Pakaur,1187,2017,51.47,64.8,66.68,69.08,69.9,60.6,69.67,54.42,33.16,70.6,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Kerala,3,61,Palakkad,1275,2017,71.76,51.39,66.67,76.98,75.92,42.42,61.73,66.2,43.98,82.35,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Jharkhand,3,61,Palamu,959,2017,51.09,60.46,64.41,68.3,67.57,52.29,72.47,52.97,35.4,73.2,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Maharashtra,3,61,Palghar,1291,2017,51.67,58.97,61.8,58.71,63.46,60.66,61.43,51.28,39.06,70.18,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Rajasthan,3,61,Pali,1008,2017,56.85,61.9,71.3,73.96,72.16,57.94,74.8,55.75,30.36,73.41,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Haryana,3,61,Palwal,1196,2017,52.42,56.9,62.42,59.28,60.32,42.86,61.62,46.57,20.37,65.64,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Gujarat,3,61,Panch Mahals,1166,2017,63.89,72.41,74.11,73.93,77.57,60.47,74.79,51.03,33.22,80.96,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Haryana,3,60,Panchkula,1258,2017,46.82,49.92,59.03,61.72,58.1,40.48,58.27,53.42,27.17,66.22,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Haryana,3,61,Panipat,1131,2017,35.81,46.48,50.79,49.65,47.73,41.92,46.95,37.49,22.18,61.54,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Madhya Pradesh,3,61,Panna,693,2017,46.18,50.45,58.35,55.12,57.99,44.97,55.41,53.82,30.45,65.37,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Arunachal Pradesh,3,58,Papum Pare,849,2017,40.87,46.32,55.04,60.66,57.87,38.32,45.94,42.87,27.55,59.95,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Maharashtra,3,61,Parbhani,1433,2017,59.18,60.84,70.06,66.29,74.48,68.78,69.43,65.95,36.59,79.13,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
West Bengal,3,59,Paschim Bardhaman,1132,2017,64.05,76.22,75.72,78.09,81.89,68.11,74.82,63.96,54.41,83.22,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
West Bengal,3,61,Paschim Medinipur,861,2017,63.41,73.56,71.79,75.67,78.37,70.56,73.17,70.73,59.86,85.71,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Bihar,3,60,Pashchim Champaran,1433,2017,53.73,61.77,63.33,68.46,63.55,58.23,71.81,51.57,35.6,68.95,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Jharkhand,3,61,Pashchimi Singhbhum,998,2017,53.21,59.96,68.26,74.2,75.57,61.07,71.04,56.91,29.27,78.56,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Gujarat,3,61,Patan,1404,2017,53.85,67.53,66.49,65.14,72.17,59.29,64.89,52.85,41.34,71.72,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Odisha,3,59,Bargarh,931,2017,,,,,,,,,,,65.21,63.78,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Kerala,3,61,Pathanamthitta,1002,2017,77.15,60.47,78.25,85.93,83.31,61.9,73.55,68.76,57.51,87.72,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Punjab,3,61,Pathankot,621,2017,51.85,51.7,55.29,58.13,48.31,41.9,56.68,40.1,29.93,66.83,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Punjab,3,60,Patiala,764,2017,47.25,52.52,54.53,57,44.66,44.7,50.52,36.65,22.02,65.71,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Bihar,3,58,Patna,1212,2017,62.71,62.62,69.24,74.92,72.63,60.63,76.98,54.62,34.92,70.54,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Telangana,3,59,Peddapalli,635,2017,57.17,58.19,63.93,72.05,62.56,53.57,59.53,55.59,29.1,66.3,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Tamil Nadu,3,61,Perambalur,1045,2017,65.17,62.1,70.01,78.18,74.44,65.19,69.76,62.49,47.24,86.41,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Nagaland,3,53,Peren,609,2017,45.65,49.64,57.52,58.29,64.65,45.65,45.32,42.36,33.7,67,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Nagaland,3,51,Phek,424,2017,65.09,80,70.2,75.35,79.94,60.68,74.06,58.49,48.42,85.85,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Uttar Pradesh,3,58,Pilibhit,909,2017,47.3,51.19,52.45,53.52,53.32,45.74,53.47,45.65,22.03,56.33,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Uttarakhand,3,61,Pithoragarh,455,2017,61.32,63.51,70.85,78.35,72.39,65.57,80.22,58.24,46.92,85.49,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Gujarat,3,61,Porbandar,1160,2017,50,73.06,72.24,70.52,75.34,61.66,65.95,60.09,40.14,82.5,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Andhra Pradesh,3,61,Prakasam,932,2017,72.53,81.52,64.37,89.65,84.22,74.58,85.09,76.29,60.65,87.23,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Rajasthan,3,55,Pratapgarh (raj.),820,2017,56.83,66.83,70.45,68.29,72.02,61.85,75.49,58.9,35.68,76.46,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Uttar Pradesh,3,53,Pratapgarh,633,2017,55.92,60.2,59.7,60.66,63.27,62.24,65.72,48.5,30.27,58.61,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Puducherry,3,194,Puducherry,2970,2017,53,50,60.21,71.36,61.61,47.08,51.18,46.8,25.72,63.33,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Tamil Nadu,3,61,Pudukkottai,845,2017,56.92,51.21,63.37,71.24,64.12,57.04,57.99,57.4,42.48,81.18,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Jammu And Kashmir,3,58,Pulwama,358,2017,31.01,39.51,27.23,30.17,19.95,13.78,17.04,13.41,18.52,59.5,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Jammu And Kashmir,3,61,Punch,598,2017,47.16,50.5,51.8,64.38,59.39,53.54,55.69,42.14,24.92,52.84,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Maharashtra,3,61,Pune,1383,2017,62.18,67.92,70.77,68.73,74.25,63.97,67.03,55.82,46.39,83.66,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
West Bengal,3,61,Purba Bardhaman,1165,2017,66.52,84.56,73.95,79.79,82.2,73.02,78.2,68.76,62.61,85.32,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Bihar,3,61,Purba Champaran,1275,2017,52.86,53.27,55.56,60.47,56.92,51.82,63.69,46.67,19.31,56,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
West Bengal,3,61,Purba Medinipur,1065,2017,66.95,77.39,71.75,79.15,80.85,68.51,75.12,69.39,60.15,85.26,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Jharkhand,3,61,Purbi Singhbhum,903,2017,46.29,51.24,61.85,69.55,66.91,49.57,64.34,44.3,38.15,74.31,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Odisha,3,55,Puri,729,2017,56.65,66.11,60.99,72.09,75.91,62.87,74.62,52.95,49.44,85.32,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Bihar,3,59,Purnia,1259,2017,51.23,62.6,63.03,67.28,66.2,48.93,70.53,46.23,34.43,67.28,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
West Bengal,3,60,Puruliya,927,2017,57.61,65.16,68.7,68.61,75.85,68.18,64.62,63.32,46.24,72.38,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Uttar Pradesh,3,59,Rae Bareli,994,2017,61.47,64.85,67.21,71.43,71.7,52.71,73.44,60.46,42.42,73.54,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Karnataka,3,61,Raichur,1426,2017,67.95,65.76,68.24,78.26,78.36,74.48,81.7,69.28,53.07,82.33,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Chhattisgarh,3,58,Raigarh (chhattisgarh),752,2017,51.06,59.19,58.76,56.12,58.29,51.83,64.63,50.66,33.51,64.49,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Maharashtra,3,59,Raigarh (maharashtra),1086,2017,64.09,68.41,74.28,69.8,77.09,69.15,70.63,60.31,42.43,83.7,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Chhattisgarh,3,61,Raipur,1362,2017,48.31,50.3,59.69,59.29,62.02,42.73,63.14,41.92,23.15,75.4,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Madhya Pradesh,3,60,Raisen,723,2017,57.12,59.6,66.17,66.46,67.67,53.39,73.03,53.8,19.77,73.72,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Telangana,3,61,Rajanna,828,2017,46.74,54.26,72.66,77.17,70.68,53.48,72.22,63.16,44.77,79.59,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Jammu And Kashmir,3,61,Rajauri,571,2017,60.6,52.69,61.96,73.99,68.83,66.44,54.12,42.56,21.51,64.1,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Madhya Pradesh,3,59,Hoshangabad,769,2017,,,,,,,,,,,75.11,76.1,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Madhya Pradesh,3,58,Rajgarh,721,2017,54.51,62.96,65.19,67.61,68.42,57.03,72.82,51.73,22.51,75.59,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Gujarat,3,61,Rajkot,1328,2017,52.86,66.97,70.93,69.95,75.53,60.73,71.46,61.9,41.74,79.29,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Chhattisgarh,3,61,Rajnandgaon,1131,2017,51.02,44.06,61.69,63.97,62.28,58.43,64.46,51.28,36.51,79.13,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Rajasthan,3,59,Rajsamand,815,2017,55.21,62.5,65.8,72.58,69.31,57.21,67.61,57.91,38.01,76.07,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Karnataka,3,56,Ramanagara,792,2017,78.16,77.58,73.43,81.76,81.73,82.67,87.75,74.37,53.35,87.5,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Tamil Nadu,3,57,Ramanathapuram,838,2017,64.8,56.42,68.76,78.76,74.66,66.35,68.38,59.43,37.29,85.2,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Jammu And Kashmir,3,60,Ramban,591,2017,61.25,58.82,59.07,71.07,65.45,64.9,55.16,46.53,30.1,60.91,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Jharkhand,3,59,Ramgarh,1165,2017,64.64,70.57,72.91,79.91,76.64,63.18,83.43,60.34,42,81.2,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Uttar Pradesh,3,61,Rampur,1264,2017,46.52,40.39,18.34,13.21,28.4,37.59,28.4,35.44,25.75,3.88,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Jharkhand,3,61,Ranchi,1097,2017,56.97,59.42,68.56,72.38,71.38,55.96,75.84,57.61,41.85,80.77,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Telangana,3,61,Rangareddy,1064,2017,58.27,56.34,72.43,78.2,75.6,71.21,72.18,67.86,41.98,81.2,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Madhya Pradesh,3,61,Ratlam,745,2017,49.8,57.41,63.22,65.1,67.72,55.59,68.19,43.89,15.08,70.34,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Maharashtra,3,58,Ratnagiri,844,2017,77.84,77.64,82.49,83.29,87.81,78.04,85.31,59.95,50.48,94.08,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Odisha,3,44,Rayagada,455,2017,40.88,44.54,46.95,49.12,54.11,42.92,49.67,41.1,33.19,58.68,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Bihar,3,60,Araria,1337,2017,,,,,,,,,,,73.23,71.73,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Jammu And Kashmir,3,61,Reasi,444,2017,44.82,36.56,52.07,60.36,57.94,53,45.05,40.32,14.98,49.55,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Madhya Pradesh,3,60,Rewa,634,2017,52.52,58.6,63.28,65.62,65.36,60.46,67.51,52.84,23.16,69.24,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Haryana,3,60,Rewari,823,2017,57.23,62.88,69.31,72.42,72.32,65.57,71.45,54.19,33.33,77.4,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Meghalaya,3,59,Ri Bhoi,680,2017,62.65,57.85,64.07,68.46,69.71,32.39,59.71,50.44,47.38,76.91,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Haryana,3,58,Rohtak,1018,2017,52.06,59.89,66.53,68.17,66.13,52.03,68.07,56.97,26.81,76.03,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Bihar,3,61,Rohtas,584,2017,45.03,53.47,63.86,64.81,63.31,62.75,62.84,48.63,29.27,69.01,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Uttarakhand,3,60,Rudraprayag,472,2017,62.71,77.06,74.98,79.13,78.1,66.93,79.45,57.84,51.38,85.81,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Punjab,3,61,Rupnagar,762,2017,37.53,36.84,44.02,44.95,34,26.18,37.93,27.43,19.74,53.02,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Gujarat,3,61,Sabar Kantha,1225,2017,48.9,64.26,65.08,66.94,71.68,62.44,62.29,55.1,36.07,71.27,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Madhya Pradesh,3,60,Sagar,982,2017,65.58,67.68,70.2,74.39,75.61,66.73,77.29,67.62,38.41,77.09,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Bihar,3,60,Saharsa,1347,2017,48.78,59.21,60.93,64.37,62.35,49.49,65.78,41.43,24.32,63.1,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Jharkhand,3,61,Sahibganj,1216,2017,47.29,52.56,54.29,58.06,59.5,47.63,61.76,48.19,18.18,60.44,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Mizoram,3,55,Saiha,437,2017,59.27,69.68,67.7,76.43,75.19,65.74,64.99,54.69,45.7,71.4,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Tamil Nadu,3,60,Salem,989,2017,61.27,51.01,64.63,74.17,69.27,63.23,61.48,58.54,28.95,73.91,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Bihar,3,59,Samastipur,1386,2017,56.42,56.4,62.53,68.47,61.64,55.73,71.72,43.29,35.61,68.11,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Jammu And Kashmir,3,61,Samba,457,2017,61.27,66.37,61.73,76.15,66.21,68.38,63.02,48.58,33.63,66.74,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Odisha,3,34,Sambalpur,572,2017,26.57,38.11,44.87,41.52,46.97,32.87,39.69,33.92,34.27,63.46,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Uttar Pradesh,3,60,Sambhal (bhim Nagar),265,2017,36.23,24.74,18.58,13.77,26.79,35.12,23.77,30.19,15.46,8.3,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Telangana,3,60,Sangareddy,899,2017,52.06,61.14,72.42,74.69,73.01,64.27,72.41,72.08,45.45,78.64,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Maharashtra,3,61,Sangli,1402,2017,56.7,69.16,69.76,66.44,75.71,65.96,66.76,55.78,43.37,83.45,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Punjab,3,61,Sangrur,950,2017,60.21,73.98,69.52,72.21,57.25,56.49,67.79,54.74,34.62,79.05,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Uttar Pradesh,3,59,Sant Kabir Nagar,960,2017,62.81,62.73,63.47,63.91,67,57.36,68.13,55.94,40.73,67.92,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Jharkhand,3,61,Saraikela-kharsawan,702,2017,63.11,71.55,72.74,77.35,77.88,70.88,82.76,64.67,44.2,79.77,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Bihar,3,60,Saran,1251,2017,58.19,49.44,68.32,70.98,70.17,56.55,70.18,48.28,29.6,71.54,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Maharashtra,3,61,Satara,1158,2017,77.2,77.97,80.19,79.19,85.81,76.28,82.38,68.48,57.87,93.87,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Madhya Pradesh,3,61,Satna,655,2017,48.55,56.92,56.19,57.71,54.54,48.37,60.31,43.97,25.16,59.08,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Rajasthan,3,60,Sawai Madhopur,924,2017,64.61,73.45,71,75.49,72.42,69.49,79.55,64.39,37.39,79.33,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Madhya Pradesh,3,60,Sehore,724,2017,55.94,67.14,66.76,71.2,72.5,54.81,72.24,61.46,32.29,75.14,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Manipur,3,61,Senapati,608,2017,65.95,65.42,68.65,74.84,77.04,68.69,67.93,56.41,41.69,78.13,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Madhya Pradesh,3,61,Seoni,603,2017,54.23,57.14,62.42,66.5,65.73,66.99,66.67,48.26,24.15,75.29,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Tripura,3,58,Sepahijala,970,2017,42.06,67.07,62.76,67.78,73.31,51.26,63.4,62.27,40.85,75.77,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Mizoram,3,30,Serchhip,246,2017,58.13,74.58,75.32,70.12,77.81,62.5,84.96,63.82,48.31,88.62,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Madhya Pradesh,3,61,Shahdol,692,2017,66.33,64.07,67.38,73.27,72.1,63.97,74.28,62.57,21.86,77.31,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Uttar Pradesh,3,61,Shahjahanpur,787,2017,59.47,71.22,49.84,58.96,64.67,48.89,73.95,52.35,32.05,68.36,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Madhya Pradesh,3,61,Shajapur,729,2017,56.24,74.71,67.6,67.49,66.86,51.93,77.64,51.99,36.18,76.13,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Uttar Pradesh,3,60,Shamli (prabudh Nagar),731,2017,32.42,10.13,13.28,26.88,34.45,44.66,40.08,30.64,6.67,13.54,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Bihar,3,61,Sheikhpura,1174,2017,52.13,53.94,60.74,65.5,61.9,55.93,67.38,42.59,25,67.29,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Bihar,3,60,Sheohar,1449,2017,60.94,64.92,67.56,67.25,68.51,56.41,71.57,46.03,31.77,75.5,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Madhya Pradesh,3,61,Sheopur,796,2017,53.02,58.22,63.32,62.75,62.53,44.24,61.43,50.38,20.22,73.74,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Himachal Pradesh,3,61,Shimla,531,2017,55.37,55.28,63.38,70.06,68.75,44.21,64.03,43.88,44.72,83.24,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Karnataka,3,60,Shivamogga,963,2017,68.95,66.74,67.58,74.56,74.9,70.1,75.8,61.06,45.4,81.93,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Madhya Pradesh,3,61,Shivpuri,894,2017,60.63,65.83,65.01,65.16,67.2,52.53,67.34,53.36,18.68,72.37,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Jammu And Kashmir,3,50,Shopian,326,2017,59.82,56.21,65.44,68.1,64.49,64.33,55.83,38.04,36.69,58.28,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Uttar Pradesh,3,52,Shrawasti,827,2017,33.86,46.65,40.77,46.19,44.42,40.1,45.95,35.07,17.94,42.2,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Arunachal Pradesh,3,35,Siang,270,2017,48.15,56.8,67.47,67.41,68.8,68.97,58.52,58.52,50.4,67.78,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Assam,3,61,Sibsagar,730,2017,59.18,62.98,60.48,71.78,66.71,60.05,70.14,48.77,40.06,73.97,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Uttar Pradesh,3,56,Siddharthnagar,1002,2017,56.89,59.96,61.31,61.48,62.57,55.1,66.47,51.1,26.42,63.77,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Telangana,3,61,Siddipet,854,2017,60.07,64.54,77.91,81.56,79.3,69.14,77.17,70.96,52.01,85.48,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Madhya Pradesh,3,61,Sidhi,692,2017,44.08,61.68,56.26,60.77,58.56,53.1,57.66,42.05,25.55,61.13,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Rajasthan,3,59,Sikar,824,2017,72.57,74.57,77.11,80.04,80.47,72.05,79,69.3,52.57,85.92,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
West Bengal,3,51,Siliguri,741,2017,59.24,66.29,66.51,69.16,71.38,66.5,63.02,59.51,41.14,71.93,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Jharkhand,3,59,Simdega,1009,2017,48.27,50.3,65.93,65.66,67.68,59.41,67.99,57.98,33.07,74.93,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Maharashtra,3,60,Sindhudurg,739,2017,79.03,79.39,82.68,82.68,87.09,81.32,82.95,67.79,60.72,92.83,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Madhya Pradesh,3,61,Singrauli,800,2017,43.63,50,50.81,56.44,53.39,51.72,54.63,39.75,18.62,56.63,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Himachal Pradesh,3,61,Sirmaur,772,2017,36.92,43.92,46.02,46.7,44.77,35.53,43.52,31.99,24.34,52.85,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Rajasthan,3,54,Sirohi,955,2017,55.5,55.09,66.03,68.95,68.16,53.16,71.62,58.22,36.17,68.06,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Haryana,3,61,Sirsa,1162,2017,47.85,60.83,64.44,64.07,60.9,51.62,62.91,50.95,36.92,71,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Bihar,3,61,Sitamarhi,1422,2017,61.74,59.57,62.6,64.14,63.9,49.58,68.64,53.73,20,67.37,,,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
West Bengal,3,61,Bankura,1050,2017,,,,,,,,,,,73.23,66.34,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
